Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
HB010	Any de l'enquesta	Año de la encuesta 	Survey year				
HB020	País	País	Country				
HB020				ES	Espanya	España	Spain
HB030	Identificació transversal de la llar	Identificación transversal del hogar	Cross-sectional household identification				
HB050	Mes de l'entrevista a la llar	Mes de la entrevista al hogar	Household interview month				
HB050				1	Gener	Enero	January
HB050				2	Febrer	Febrero	February
HB050				3	Març	Marzo	March
HB050				4	Abril	Abril	April
HB050				5	Maig	Mayo	May
HB050				6	Juny 	Junio	June
HB050				7	Juliol	Julio	July
HB050				8	Agost	Agosto	August
HB050				9	Setembre	Septiembre	September
HB050				10	Octubre	Octubre	October
HB050				11	Novembre	Noviembre	November
HB050				12	Desembre	Diciembre	December
HB050_F	Variable que indica si HB050 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HB050 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HB050 is complete, if it is missing or if it is not applicable in the record in question.				
HB050_F				1	Variable completada	Variable completada	Variable completed
HB060	Any de l'entrevista a la llar	Año de la entrevista al hogar	Household interview year				
HB060_F	Variable que indica si HB060 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HB060 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HB060 is complete, if it is missing or if it is not applicable in the record in question.				
HB060_F				1	Variable completada	Variable completada	Variable completed
HB070	Identificació personal de l'informant del qüestionari sobre la llar	Identificación personal del informante del cuestionario sobre el hogar	Personal identification of the informant in the household questionnaire				
HB070_F	Variable que indica si HB070 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HB070 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HB070 is complete, if it is missing or if it is not applicable in the record in question.				
HB070_F				1	Variable completada	Variable completada	Variable completed
HB070_F				97	No hi consta	No consta	No answer
HB080	Identificació de la primera persona responsable de l'habitatge	Identificación de la primera persona responsable de la vivienda	Identification of the first person responsible for the household				
HB080_F	Variable que indica si HB080 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HB080 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HB080 is complete, if it is missing or if it is not applicable in the record in question.				
HB080_F				1	Variable completada	Variable completada	Variable completed
HB100	Nombre de minuts emprats a emplenar el qüestionari sobre la llar	Número de minutos empleados en cumplimentar el cuestionario sobre el hogar	Number of minutes taken to complete the household questionnaire				
HB100_F	Variable que indica si HB100 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HB100 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HB100 is complete, if it is missing or if it is not applicable in the record in question.				
HB100_F				1	Variable completada	Variable completada	Variable completed
HB100_F				97	No hi consta	No consta	No answer
HB120	Nombre de membres de la llar	Número de miembros del hogar	Number of household members				
HB120_F	Variable que indica si HB120 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HB120 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HB120 is complete, if it is missing or if it is not applicable in the record in question.				
HB120_F				1	Variable completada	Variable completada	Variable completed
HY020	Renda disponible total de la llar l'any anterior al de l'enquesta (import en cèntims d'euro)	Renta disponible total del hogar en el año anterior al de la encuesta (importe en céntimos de euro)	Total disposable household income in the year before the survey (amount in euro cents)				
HY020_F 	Variable que indica informació complementària (font i tipus dinformació recollida)	Variable que indica información complementaria (fuente y tipo de información recogida)	Variable indicating additional information (source and type of information collected)				
HY020_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY020_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY020_F 				1	Qüestionari	Cuestionario	Questionnaire
HY020_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY020_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY020_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY020_F 				7	Desconeguda	Desconocida	Unknown
HY020_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY020_F 				1	Neta	Neta	Net
HY020_F 				5	Bruta	Bruta	Gross
				6	No subjecte a impostos	No sujeto a impuestos	Not taxable
HY020_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY020_F 				8	Desconeguda	Desconocida	Unknown
HY020_F 				9	N.A.	N.A.	N.A.
HY022 	Renda disponible total de la llar abans de transferències socials, excepte prestacions per jubilació i per supervivència l'any anterior al de l'enquesta (import en cèntims d'euro)	Renta disponible total del hogar antes de transferencias sociales excepto prestaciones por jubilación y por supervivencia en el año anterior al de la encuesta (importe en céntimos de euro)	Total disposable household income before social transfers, excluding retirement and survivor benefits in the year before the survey (amount in euro cents)				
HY022_F  	Variable que indica informació complementària (font i tipus dinformació recollida)	Variable que indica información complementaria (fuente y tipo de información recogida)	Variable indicating additional information (source and type of information collected)				
HY022_F  					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY022_F  					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY022_F  				1	Qüestionari	Cuestionario	Questionnaire
HY022_F  				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY022_F  				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY022_F  				5	Imputació estadística	Imputación estadística	Statistical imputation
HY022_F  				7	Desconeguda	Desconocida	Unknown
HY022_F  					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY022_F  				1	Neta	Neta	Net
HY022_F  				5	Bruta	Bruta	Gross
HY022_F  				6	No subjecte a impostos	No sujeto a impuestos	Not taxable
HY022_F  				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY022_F  				8	Desconeguda	Desconocida	Unknown
HY022_F  				9	N.A.	N.A.	N.A.
HY023 	Renda disponible total de la llar abans de transferències socials, incloses prestacions per jubilació i per supervivència l'any anterior al de l'enquesta (import en cèntims d'euro)	Renta disponible total del hogar antes de transferencias sociales incluidas prestaciones por jubilación y por supervivencia en el año anterior al de la encuesta (importe en céntimos de euro)	Total disposable household income before social transfers, including retirement and survivor benefits in the year before the survey (amount in euro cents)				
HY023_F 	Variable que indica informació complementària (font i tipus dinformació recollida)	Variable que indica información complementaria (fuente y tipo de información recogida)	Variable indicating additional information (source and type of information collected)				
HY023_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY023_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY023_F 				1	Qüestionari	Cuestionario	Questionnaire
HY023_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY023_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY023_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY023_F 				7	Desconeguda	Desconocida	Unknown
HY023_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY023_F 				1	Neta	Neta	Net
HY023_F 				5	Bruta	Bruta	Gross
HY023_F 				6	No subjecte a impostos	No sujeto a impuestos	Not taxable
HY023_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY023_F 				8	Desconeguda	Desconocida	Unknown
HY023_F 				9	N.A.	N.A.	N.A.
HY030N	Lloguer imputat (import en cèntims d'euro)	Alquiler imputado (importe en céntimos de euro)	Imputed rent (amount in euro cents)				
HY030N_F 	Variable que indica informació complementària (font i tipus dinformació recollida)	Variable que indica información complementaria (fuente y tipo de información recogida)	Variable indicating additional information (source and type of information collected)				
HY030N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
